00:27:57.223 [background-preinit] INFO  o.h.v.i.util.Version - [<clinit>,21] - HV000001: Hibernate Validator 6.2.4.Final
00:27:57.686 [main] INFO  c.a.n.c.r.client - [lambda$createClient$0,80] - [RpcClientFactory] create a new rpc client of 4ff9eda8-6864-4ca8-8881-185972baa18f_config-0
00:27:57.743 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 27 ms to scan 1 urls, producing 3 keys and 6 values 
00:27:57.772 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 16 ms to scan 1 urls, producing 4 keys and 9 values 
00:27:57.782 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 8 ms to scan 1 urls, producing 3 keys and 10 values 
00:27:57.792 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 8 ms to scan 1 urls, producing 1 keys and 5 values 
00:27:57.801 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 8 ms to scan 1 urls, producing 1 keys and 7 values 
00:27:57.810 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 8 ms to scan 1 urls, producing 2 keys and 8 values 
00:27:57.813 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [4ff9eda8-6864-4ca8-8881-185972baa18f_config-0] RpcClient init label, labels = {module=config, Vipserver-Tag=null, source=sdk, Amory-Tag=null, Location-Tag=null, taskId=0, AppName=unknown}
00:27:57.813 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [4ff9eda8-6864-4ca8-8881-185972baa18f_config-0] Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$460/0x0000000800f76448
00:27:57.813 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [4ff9eda8-6864-4ca8-8881-185972baa18f_config-0] Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$461/0x0000000800f76668
00:27:57.814 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [4ff9eda8-6864-4ca8-8881-185972baa18f_config-0] Registry connection listener to current client:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$1
00:27:57.814 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [4ff9eda8-6864-4ca8-8881-185972baa18f_config-0] RpcClient init, ServerListFactory = com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$2
00:27:57.820 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [4ff9eda8-6864-4ca8-8881-185972baa18f_config-0] Try to connect to server on start up, server: {serverIp = '127.0.0.1', server main port = 8848}
00:27:58.637 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [4ff9eda8-6864-4ca8-8881-185972baa18f_config-0] Success to connect to server [127.0.0.1:8848] on start up, connectionId = 1664468878466_127.0.0.1_55287
00:27:58.637 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [4ff9eda8-6864-4ca8-8881-185972baa18f_config-0] Notify connected event to listeners.
00:27:58.637 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [4ff9eda8-6864-4ca8-8881-185972baa18f_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
00:27:58.638 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [4ff9eda8-6864-4ca8-8881-185972baa18f_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$475/0x00000008010ee2e8
00:27:58.700 [main] INFO  o.b.BTGatewayApplication - [logStartupProfileInfo,640] - The following 1 profile is active: "dev"
00:28:00.802 [main] INFO  c.a.c.s.g.s.SentinelSCGAutoConfiguration - [sentinelGatewayFilter,144] - [Sentinel SpringCloudGateway] register SentinelGatewayFilter with order: -2147483648
00:28:01.298 [main] INFO  c.a.c.s.g.s.SentinelSCGAutoConfiguration - [sentinelGatewayBlockExceptionHandler,134] - [Sentinel SpringCloudGateway] register SentinelGatewayBlockExceptionHandler
00:28:01.600 [main] INFO  c.a.n.c.r.client - [lambda$createClient$0,80] - [RpcClientFactory] create a new rpc client of 3473d5dc-ce70-4246-a84c-14cc919025cd_config-0
00:28:01.600 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [3473d5dc-ce70-4246-a84c-14cc919025cd_config-0] RpcClient init label, labels = {module=config, Vipserver-Tag=null, source=sdk, Amory-Tag=null, Location-Tag=null, taskId=0, AppName=unknown}
00:28:01.600 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [3473d5dc-ce70-4246-a84c-14cc919025cd_config-0] Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$460/0x0000000800f76448
00:28:01.601 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [3473d5dc-ce70-4246-a84c-14cc919025cd_config-0] Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$461/0x0000000800f76668
00:28:01.601 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [3473d5dc-ce70-4246-a84c-14cc919025cd_config-0] Registry connection listener to current client:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$1
00:28:01.601 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [3473d5dc-ce70-4246-a84c-14cc919025cd_config-0] RpcClient init, ServerListFactory = com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$2
00:28:01.602 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [3473d5dc-ce70-4246-a84c-14cc919025cd_config-0] Try to connect to server on start up, server: {serverIp = '127.0.0.1', server main port = 8848}
00:28:01.715 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [3473d5dc-ce70-4246-a84c-14cc919025cd_config-0] Success to connect to server [127.0.0.1:8848] on start up, connectionId = 1664468881607_127.0.0.1_55289
00:28:01.715 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [3473d5dc-ce70-4246-a84c-14cc919025cd_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
00:28:01.715 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [3473d5dc-ce70-4246-a84c-14cc919025cd_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$475/0x00000008010ee2e8
00:28:01.715 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [3473d5dc-ce70-4246-a84c-14cc919025cd_config-0] Notify connected event to listeners.
00:28:01.719 [main] INFO  c.a.c.s.d.c.SentinelConverter - [convert,79] - converter can not convert rules because source is empty
00:28:01.772 [main] INFO  c.a.n.c.r.client - [lambda$createClient$0,80] - [RpcClientFactory] create a new rpc client of eaaa8256-4a9e-404e-b14d-6f1239cceb4e
00:28:01.772 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [eaaa8256-4a9e-404e-b14d-6f1239cceb4e] RpcClient init label, labels = {module=naming, source=sdk}
00:28:01.774 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [eaaa8256-4a9e-404e-b14d-6f1239cceb4e] RpcClient init, ServerListFactory = com.alibaba.nacos.client.naming.core.ServerListManager
00:28:01.774 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [eaaa8256-4a9e-404e-b14d-6f1239cceb4e] Registry connection listener to current client:com.alibaba.nacos.client.naming.remote.gprc.redo.NamingGrpcRedoService
00:28:01.774 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [eaaa8256-4a9e-404e-b14d-6f1239cceb4e] Register server push request handler:com.alibaba.nacos.client.naming.remote.gprc.NamingPushRequestHandler
00:28:01.774 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [eaaa8256-4a9e-404e-b14d-6f1239cceb4e] Try to connect to server on start up, server: {serverIp = '127.0.0.1', server main port = 8848}
00:28:01.901 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [eaaa8256-4a9e-404e-b14d-6f1239cceb4e] Success to connect to server [127.0.0.1:8848] on start up, connectionId = 1664468881779_127.0.0.1_55290
00:28:01.901 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [eaaa8256-4a9e-404e-b14d-6f1239cceb4e] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
00:28:01.901 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [eaaa8256-4a9e-404e-b14d-6f1239cceb4e] Notify connected event to listeners.
00:28:01.901 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [eaaa8256-4a9e-404e-b14d-6f1239cceb4e] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$475/0x00000008010ee2e8
00:28:02.281 [main] INFO  c.a.c.n.r.NacosServiceRegistry - [register,75] - nacos registry, DEFAULT_GROUP butu-gateway 192.168.49.1:8080 register finished
00:28:02.307 [main] INFO  o.b.BTGatewayApplication - [logStarted,61] - Started BTGatewayApplication in 5.557 seconds (JVM running for 6.227)
00:28:02.309 [main] INFO  c.a.c.n.r.NacosContextRefresher - [registerNacosListener,129] - [Nacos Config] Listening config: dataId=butu-gateway-dev.yml, group=DEFAULT_GROUP
00:28:02.310 [main] INFO  c.a.c.n.r.NacosContextRefresher - [registerNacosListener,129] - [Nacos Config] Listening config: dataId=butu-gateway.yml, group=DEFAULT_GROUP
00:28:02.310 [main] INFO  c.a.c.n.r.NacosContextRefresher - [registerNacosListener,129] - [Nacos Config] Listening config: dataId=butu-gateway, group=DEFAULT_GROUP
00:28:02.423 [nacos-grpc-client-executor-9] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [eaaa8256-4a9e-404e-b14d-6f1239cceb4e] Receive server push request, request = NotifySubscriberRequest, requestId = 3
00:28:02.425 [nacos-grpc-client-executor-9] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [eaaa8256-4a9e-404e-b14d-6f1239cceb4e] Ack server push request, request = NotifySubscriberRequest, requestId = 3
00:28:02.700 [RMI TCP Connection(2)-192.168.49.1] INFO  c.a.c.s.d.c.SentinelConverter - [convert,79] - converter can not convert rules because source is empty
00:28:14.371 [SpringApplicationShutdownHook] INFO  c.a.c.n.r.NacosServiceRegistry - [deregister,94] - De-registering from Nacos Server now...
00:28:14.374 [SpringApplicationShutdownHook] INFO  c.a.c.n.r.NacosServiceRegistry - [deregister,114] - De-registration finished.
00:53:09.818 [background-preinit] INFO  o.h.v.i.util.Version - [<clinit>,21] - HV000001: Hibernate Validator 6.2.4.Final
00:53:10.266 [main] INFO  c.a.n.c.r.client - [lambda$createClient$0,80] - [RpcClientFactory] create a new rpc client of fd8817b6-476d-4a09-abe3-9eb51d02c814_config-0
00:53:10.310 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 24 ms to scan 1 urls, producing 3 keys and 6 values 
00:53:10.337 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 16 ms to scan 1 urls, producing 4 keys and 9 values 
00:53:10.346 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 8 ms to scan 1 urls, producing 3 keys and 10 values 
00:53:10.356 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 8 ms to scan 1 urls, producing 1 keys and 5 values 
00:53:10.366 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 7 ms to scan 1 urls, producing 1 keys and 7 values 
00:53:10.375 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 8 ms to scan 1 urls, producing 2 keys and 8 values 
00:53:10.377 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [fd8817b6-476d-4a09-abe3-9eb51d02c814_config-0] RpcClient init label, labels = {module=config, Vipserver-Tag=null, source=sdk, Amory-Tag=null, Location-Tag=null, taskId=0, AppName=unknown}
00:53:10.377 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [fd8817b6-476d-4a09-abe3-9eb51d02c814_config-0] Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$460/0x0000000800f76b60
00:53:10.377 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [fd8817b6-476d-4a09-abe3-9eb51d02c814_config-0] Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$461/0x0000000800f76d80
00:53:10.377 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [fd8817b6-476d-4a09-abe3-9eb51d02c814_config-0] Registry connection listener to current client:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$1
00:53:10.378 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [fd8817b6-476d-4a09-abe3-9eb51d02c814_config-0] RpcClient init, ServerListFactory = com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$2
00:53:10.383 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [fd8817b6-476d-4a09-abe3-9eb51d02c814_config-0] Try to connect to server on start up, server: {serverIp = '127.0.0.1', server main port = 8848}
00:53:11.133 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [fd8817b6-476d-4a09-abe3-9eb51d02c814_config-0] Success to connect to server [127.0.0.1:8848] on start up, connectionId = 1664470390949_127.0.0.1_56578
00:53:11.133 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [fd8817b6-476d-4a09-abe3-9eb51d02c814_config-0] Notify connected event to listeners.
00:53:11.133 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [fd8817b6-476d-4a09-abe3-9eb51d02c814_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
00:53:11.133 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [fd8817b6-476d-4a09-abe3-9eb51d02c814_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$475/0x00000008010ee940
00:53:11.208 [main] INFO  o.b.BTGatewayApplication - [logStartupProfileInfo,640] - The following 1 profile is active: "dev"
00:53:13.418 [main] INFO  c.a.c.s.g.s.SentinelSCGAutoConfiguration - [sentinelGatewayFilter,144] - [Sentinel SpringCloudGateway] register SentinelGatewayFilter with order: -2147483648
00:53:13.807 [main] INFO  c.a.c.s.g.s.SentinelSCGAutoConfiguration - [sentinelGatewayBlockExceptionHandler,134] - [Sentinel SpringCloudGateway] register SentinelGatewayBlockExceptionHandler
00:53:14.093 [main] INFO  c.a.n.c.r.client - [lambda$createClient$0,80] - [RpcClientFactory] create a new rpc client of 760dffb8-5dea-4334-a6c6-eef4e53f8124_config-0
00:53:14.093 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [760dffb8-5dea-4334-a6c6-eef4e53f8124_config-0] RpcClient init label, labels = {module=config, Vipserver-Tag=null, source=sdk, Amory-Tag=null, Location-Tag=null, taskId=0, AppName=unknown}
00:53:14.093 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [760dffb8-5dea-4334-a6c6-eef4e53f8124_config-0] Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$460/0x0000000800f76b60
00:53:14.093 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [760dffb8-5dea-4334-a6c6-eef4e53f8124_config-0] Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$461/0x0000000800f76d80
00:53:14.093 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [760dffb8-5dea-4334-a6c6-eef4e53f8124_config-0] Registry connection listener to current client:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$1
00:53:14.094 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [760dffb8-5dea-4334-a6c6-eef4e53f8124_config-0] RpcClient init, ServerListFactory = com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$2
00:53:14.094 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [760dffb8-5dea-4334-a6c6-eef4e53f8124_config-0] Try to connect to server on start up, server: {serverIp = '127.0.0.1', server main port = 8848}
00:53:14.212 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [760dffb8-5dea-4334-a6c6-eef4e53f8124_config-0] Success to connect to server [127.0.0.1:8848] on start up, connectionId = 1664470394102_127.0.0.1_56580
00:53:14.212 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [760dffb8-5dea-4334-a6c6-eef4e53f8124_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
00:53:14.212 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [760dffb8-5dea-4334-a6c6-eef4e53f8124_config-0] Notify connected event to listeners.
00:53:14.212 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [760dffb8-5dea-4334-a6c6-eef4e53f8124_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$475/0x00000008010ee940
00:53:14.217 [main] INFO  c.a.c.s.d.c.SentinelConverter - [convert,79] - converter can not convert rules because source is empty
00:53:14.272 [main] INFO  c.a.n.c.r.client - [lambda$createClient$0,80] - [RpcClientFactory] create a new rpc client of 76d38367-d31e-4d85-9c41-7336f70c3b55
00:53:14.272 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [76d38367-d31e-4d85-9c41-7336f70c3b55] RpcClient init label, labels = {module=naming, source=sdk}
00:53:14.273 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [76d38367-d31e-4d85-9c41-7336f70c3b55] RpcClient init, ServerListFactory = com.alibaba.nacos.client.naming.core.ServerListManager
00:53:14.273 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [76d38367-d31e-4d85-9c41-7336f70c3b55] Registry connection listener to current client:com.alibaba.nacos.client.naming.remote.gprc.redo.NamingGrpcRedoService
00:53:14.273 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [76d38367-d31e-4d85-9c41-7336f70c3b55] Register server push request handler:com.alibaba.nacos.client.naming.remote.gprc.NamingPushRequestHandler
00:53:14.273 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [76d38367-d31e-4d85-9c41-7336f70c3b55] Try to connect to server on start up, server: {serverIp = '127.0.0.1', server main port = 8848}
00:53:14.391 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [76d38367-d31e-4d85-9c41-7336f70c3b55] Success to connect to server [127.0.0.1:8848] on start up, connectionId = 1664470394281_127.0.0.1_56581
00:53:14.391 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [76d38367-d31e-4d85-9c41-7336f70c3b55] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
00:53:14.391 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [76d38367-d31e-4d85-9c41-7336f70c3b55] Notify connected event to listeners.
00:53:14.391 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [76d38367-d31e-4d85-9c41-7336f70c3b55] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$475/0x00000008010ee940
00:53:14.799 [main] INFO  c.a.c.n.r.NacosServiceRegistry - [register,75] - nacos registry, DEFAULT_GROUP butu-gateway 192.168.49.1:8080 register finished
